"http://do512.com/c/sx2013/bands/hills-like-elephants","Hills Like Elephants","San Diego, CA","","With the addition of samples, a couple guitars, and live traps backed by programmed beats, Hills Like Elephants announces their presence on the national scene with a dance-friendly re-imagination of indie rock, lo-fi disco, and what frontman Sean Davenport calls “Motown with drum machines.”On their sophomore effort, Feral Flocks, San Diego indie soul stalwarts grow from a solo project of keyboard crooner Davenport (Gun Runner, Abigail Warchild) into a full five-piece band.(Feral Flocks REQ06 Requiemme Records/BMG Chrysalis – March 26, 2013)Only months after the release of their debut The Endless Charade, Hills Like Elephants were crowned Best New Artist at the 2012 San Diego Music Awards and went on to play a series of hometown performances to venues so full, not even Hemmingway could get a drink.“On The Endless Charade, I was harping on the idea of past relationships, but I was also trying to move on,” says Davenport. “Feral Flocks is more about noticing the subtleties of life, but I’m not trying to be profound. If I wouldn’t say it to you at a bar, I won’t say it lyrically.”Engineered by vintage aficionado Christopher Hoffee at CHAOS Recorders, Feral Flocks attests to the fact that Davenport’s fire is not fueled by grief and heartache alone. Rather, the band finds an uplifting groove that tells of newfound inspiration.Opening number “Ninjavitus” sets the tone with shimmering keys Greg Theilmann , a whimsical, mock-Orient guitar lead Andrew Armerding, Daniel Gallo’s driven bass lines, and beats backed by the calculating rhythms of Carlos Ortiz from Davenport’s prior outfit, Gun Runner.The band recently completed a video for “Ninjavitus” (directed by Eric Casas) poking fun at the daily promotional chores of just about every contemporary band, which requires everything from internet solicitations to sign spinning skills on a street corner.“Splendor,” continues the coltish resolve with a chorus that, minus the track’s New Wave abandon, could come off as bitter: “Oh, there you go, walking slow, and I need you there.”Instead, it rings of admiration.“Mystifying Oracle” elaborates on Feral Flocks’ quixotic disposition with expansive guitar hooks, ecstatic builds, and a star-crossed breakdown which wonders, “Am I ever gunna wake up where you are?”With a tour on the horizon (first stop, SXSW 2013) and two knockout albums under their belt, there’s no saying where the band will wake up next – but who cares?After all, up here in the Hills, the view is extraordinary.via Facebook","<p><span style=""color: rgb(51, 51, 51); font-family: 'lucida grande', tahoma, verdana, arial, sans-serif; font-size: 11px; line-height: 14px;"">With the addition of samples, a couple guitars, and live traps backed by programmed beats, Hills Like Elephants announces their presence on the national scene with a dance-friendly re-imagination of indie rock, lo-fi disco, and what frontman Sean Davenport calls “Motown with drum machines.”</span><br><span style=""color: rgb(51, 51, 51); font-family: 'lucida grande', tahoma, verdana, arial, sans-serif; font-size: 11px; line-height: 14px;"">On their sophomore effort, Feral Flocks, San Diego indie soul stalwarts grow from a solo project of keyboard</span><span style=""display: inline; color: rgb(51, 51, 51); font-family: 'lucida grande', tahoma, verdana, arial, sans-serif; font-size: 11px; line-height: 14px;""> crooner Davenport (Gun Runner, Abigail Warchild) into a full five-piece band.<br>(Feral Flocks REQ06 Requiemme Records/<span class=""caps"">BMG</span> Chrysalis – March 26, 2013)<br>Only months after the release of their debut The Endless Charade, Hills Like Elephants were crowned Best New Artist at the 2012 San Diego Music Awards and went on to play a series of hometown performances to venues so full, not even Hemmingway could get a drink.<br>“On The Endless Charade, I was harping on the idea of past relationships, but I was also trying to move on,” says Davenport. “Feral Flocks is more about noticing the subtleties of life, but I’m not trying to be profound. If I wouldn’t say it to you at a bar, I won’t say it lyrically.”<br>Engineered by vintage aficionado Christopher Hoffee at <span class=""caps"">CHAOS</span> Recorders, Feral Flocks attests to the fact that Davenport’s fire is not fueled by grief and heartache alone. Rather, the band finds an uplifting groove that tells of newfound inspiration.<br>Opening number “Ninjavitus” sets the tone with shimmering keys Greg Theilmann , a whimsical, mock-Orient guitar lead Andrew Armerding, Daniel Gallo’s driven bass lines, and beats backed by the calculating rhythms of Carlos Ortiz from Davenport’s prior outfit, Gun Runner.<br>The band recently completed a video for “Ninjavitus” (directed by Eric Casas) poking fun at the daily promotional chores of just about every contemporary band, which requires everything from internet solicitations to sign spinning skills on a street corner.<br>“Splendor,” continues the coltish resolve with a chorus that, minus the track’s New Wave abandon, could come off as bitter: “Oh, there you go, walking slow, and I need you there.”<br>Instead, it rings of admiration.<br>“Mystifying Oracle” elaborates on Feral Flocks’ quixotic disposition with expansive guitar hooks, ecstatic builds, and a star-crossed breakdown which wonders, “Am I ever gunna wake up where you are?”<br>With a tour on the horizon (first stop, <span class=""caps"">SXSW</span> 2013) and two knockout albums under their belt, there’s no saying where the band will wake up next – but who cares?<br>After all, up here in the Hills, the view is extraordinary.<br><br>via <a href=""https://www.facebook.com/HillsLikeElephants/info"">Facebook</a></span></p> </div>","http://s3.amazonaws.com/dostuff-production/photos/6948537/hills_like_elephants_poster.jpg","http://www.youtube.com/e/bK4VNTAp2Ck?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/kid-congo-and-the-pink-monkey-birds","Kid Congo and the Pink Monkey Birds","Mars","rock, alternative, psychedelic, psychedelic rock","Bio: Kid Congo and The Pink Monkey Birds new album Gorilla Rose: Gun Club co-founder. Gunslinger for The Cramps. Six-string stylist for Nick Cave and The Bad Seeds. The legendary Kid Congo Powers titles his new album on INTHERED Records GORILLA ROSE after artist/performer Gorilla Rose. As a teenage boy Kid met Gorilla thru seminal weirdo band, The Screamers in the emerging LA Punk music scene of the 70’s. He recalls, “Gorilla Rose was a close and constant presence and influence on The Screamers and me as a young pup. He was to The Screamers like Bobby Neuwirth was to Dylan, a jester of sorts, sparking many of their great lyric ideas. I still think GORILLA ROSE is the most fabulous nom de plume in history. His unsung specter had been in my mind a lot last year so I decided to title the album GORILLA ROSE to honor his name and bring him into rock n roll’s ongoing conversation.” While editing his fan club newsletters at a haunted Hollywood house, a teenage Kid Congo was also exposed to the sounds of Neu, Nico, Billie Holiday, and the “Susperia” movie soundtrack by Goblin. Along with Gorilla and Kid’s Garage rock pedigree, these past influences found their way back into his new album. For GORILLA ROSE Kid Congo and The Pink Monkey Birds grabbed producer Jason Ward and hightailed it back to the magik gymnasium at The Harveyville Project, a high school in Kansas and also the scene of the crime of their much acclaimed 2009 release “Dracula Boots.” Kiki “El Coyote” Solis on bass and Ron “The Cap’n” Miller on drums along with, new Pink Monkey Bird, Jesse “The Candyman” Roberts (from Seattle’s The Ruby Doe) on guitar, keys and vocals firms up Kid Congo’s squawking flock. Brandishing 13 all original glam-tastic compositions, GORIILA ROSE blasts off with the explosive dance anthem “Bo Bo Boogaloo” wearing their 60’s Chicano Rock influence on their sleeves. Shake it don’t break it! That’s just the start of a wild ride thru funky but chic decadence (“Goldin Browne”) slip sliding rockabilly (“Hills Of Pills”) ,Teenage punkdom (“Our Other World”) mystic Kraut rock (“Bubble Trouble”) , baby-making sleaze (“Catsuit Fruit”), the best bad Peyote trip you ever took ( “Injun War Crimes.”) and even a velvety call from the beyond (Lullaby in Paradise). Finding inspiration in the past is what Kid Congo and The Pink Monkey Birds do best. On this 2011 sonic trip, Kid brings his past into the present and names it after someone flamboyant and inspired. GORILLA ROSE.","<p>Bio: Kid Congo and The Pink Monkey Birds new album Gorilla Rose:<br /> Gun Club co-founder. Gunslinger for The Cramps. Six-string stylist for Nick Cave and The Bad Seeds. The legendary Kid Congo Powers titles his new album on <span class=""caps"">INTHERED</span> Records <span class=""caps"">GORILLA</span> <span class=""caps"">ROSE</span> after artist/performer Gorilla Rose. As a teenage boy Kid met Gorilla thru seminal weirdo band, The Screamers in the emerging LA Punk music scene of the 70’s. He recalls, “Gorilla Rose was a close and constant presence and influence on The Screamers and me as a young pup. He was to The Screamers like Bobby Neuwirth was to Dylan, a jester of sorts, sparking many of their great lyric ideas. I still think <span class=""caps"">GORILLA</span> <span class=""caps"">ROSE</span> is the most fabulous nom de plume in history. His unsung specter had been in my mind a lot last year so I decided to title the album <span class=""caps"">GORILLA</span> <span class=""caps"">ROSE</span> to honor his name and bring him into rock n roll’s ongoing conversation.” While editing his fan club newsletters at a haunted Hollywood house, a teenage Kid Congo was also exposed to the sounds of Neu, Nico, Billie Holiday, and the “Susperia” movie soundtrack by Goblin. Along with Gorilla and Kid’s Garage rock pedigree, these past influences found their way back into his new album.<br /> For <span class=""caps"">GORILLA</span> <span class=""caps"">ROSE</span> Kid Congo and The Pink Monkey Birds grabbed producer Jason Ward and hightailed it back to the magik gymnasium at The Harveyville Project, a high school in Kansas and also the scene of the crime of their much acclaimed 2009 release “Dracula Boots.” Kiki “El Coyote” Solis on bass and Ron “The Cap’n” Miller on drums along with, new Pink Monkey Bird, Jesse “The Candyman” Roberts (from Seattle’s The Ruby Doe) on guitar, keys and vocals firms up Kid Congo’s squawking flock. Brandishing 13 all original glam-tastic compositions, <span class=""caps"">GORIILA</span> <span class=""caps"">ROSE</span> blasts off with the explosive dance anthem “Bo Bo Boogaloo” wearing their 60’s Chicano Rock influence on their sleeves. Shake it don’t break it! That’s just the start of a wild ride thru funky but chic decadence (“Goldin Browne”) slip sliding rockabilly (“Hills Of Pills”) ,Teenage punkdom (“Our Other World”) mystic Kraut rock (“Bubble Trouble”) , baby-making sleaze (“Catsuit Fruit”), the best bad Peyote trip you ever took ( “Injun War Crimes.”) and even a velvety call from the beyond (Lullaby in Paradise). <br /> Finding inspiration in the past is what Kid Congo and The Pink Monkey Birds do best. On this 2011 sonic trip, Kid brings his past into the present and names it after someone flamboyant and inspired. <span class=""caps"">GORILLA</span> <span class=""caps"">ROSE</span>.</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/7769550/35557fe9ad8636c2119ae3bcefbdaa31_poster.jpeg","http://www.youtube.com/e/LzP75sxx980?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/tijuana-panthers","Tijuana Panthers","Long Beach, California, United States","surf rock, lesser known yet streamable artists, various artists are a pita on lastfm","Pop / Surf","<p>Pop / Surf</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/7839030/89911bfbd337fef4404fb49b69d544aa_poster.jpeg","http://www.youtube.com/e/iCOcOOkRCLg?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/gram-rabbit","Gram Rabbit","Joshua Tree, CA","indie, alternative, alt-country","Riding high off the buzz of their National Ad campaign with Fruit of the Loom, Gram Rabbit is set to hit the road with L.A.‘s “Spindrift” in support of their upcoming new release, “Brasied & Confused”. The National tour will begin in early March and include a showcase at SXSW in Austin.’, tahoma, verdana, arial, sans-serif; font-size: 11px; line-height: 14px;"">In the late Summer of the year 2000, Jesika von Rabbit and Todd Rutherford met in a secluded house in Joshua Tree, in the middle of the Mohave Desert. Both weary of city life, and both in search of a destiny that centered around their musical ambitions. What they found in each other, would soon spark a creative force unlike any other in popular music today. A force that continues to expand, inspire, convert, and test the limits of the status quo.“Dry and tough as mule jerky, sexy as a swayed hip, the music weaves elements of electro-dance, Byrd’s-era country rock, inner-space jazz, and gnomic meditations in the manner of Spiritualized and Pink Floyd into a sound that’s unaffectedly homey, profoundly ambitious, and frankly revolutionary.”-Ron Garmon, LA CityBeat via Facebook","<p><span style=""color: rgb(51, 51, 51); font-family: 'lucida grande', tahoma, verdana, arial, sans-serif; font-size: 11px; line-height: 14px;"">Riding high off the buzz of their National Ad campaign with Fruit of the Loom, Gram Rabbit is set to hit the road with L.A.‘s “Spindrift” in support of their upcoming new release, “Brasied & Confused”. The National tour will begin in early March and include a showcase at <span class=""caps"">SXSW</span> in Austin.<br></span><br>’, tahoma, verdana, arial, sans-serif; font-size: 11px; line-height: 14px;"">In the late Summer of the year 2000, Jesika von Rabbit and Todd Rutherford met in a secluded house in Joshua Tree, in the middle of the Mohave Desert. Both weary of city life, and both in search of a destiny that centered around their musical ambitions. What they found in each other, would soon spark a creative force unlike any other in popular music today. A force that continues to expand, inspire, convert, and test the limits of the status quo.</span><br><br><span style=""color: rgb(51, 51, 51); font-family: 'lucida grande', tahoma, verdana, arial, sans-serif; font-size: 11px; line-height: 14px;"">“Dry and tough as mule jerky, sexy as a swayed hip, the music weaves elements of electro-dance, Byrd’s-era country rock, inner-space jazz, and gnomic meditations in the manner of Spiritualized and Pink Floyd into a sound that’s unaffectedly homey, profoundly ambitious, and frankly revolutionary.”</span><br><span style=""color: rgb(51, 51, 51); font-family: 'lucida grande', tahoma, verdana, arial, sans-serif; font-size: 11px; line-height: 14px;"">-Ron Garmon, LA CityBeat <br></span><br>via Facebook</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/6968909/gramm_rabbbit_poster.jpg","http://www.youtube.com/e/E9IAsQKySms?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/the-soft-white-sixties","The Soft White Sixties","San Francisco","","The Soft White Sixties, one of San Francisco’s most talked about bands, have been hailed by some press as legitimate heirs to the Maximum R&B moniker placed on The Who some 40-plus years ago; and while that’s not un-true, The Soft White Sixties offer so much more. Like a perfect collision between the sweetly subversive melodies of T-Rex and the hard-edged pop sensibilities of The Strokes, The Soft White Sixties’ brand of rock ‘n roll blends heavy, soulful grooves with a driving beat.Since releasing their debut EP in April of 2011, The Soft White Sixties have been busy. After immediately filling larger venues in their hometown, from Slim’s to The Great American Music Hall, they were invited to perform at festivals around the country. Over the last year and a half, The Soft White Sixties made appearances at The High Sierra Music Festival in Quincy, CA, The Harmony Festival in Sonoma, CA, The Treefort Music Festival in Boise, ID, CMJ in New York, NY, and SXSW in Austin, TX, where they shared the stages with bands like My Morning Jacket, Dr. Dog, Delta Spirit, and The Flaming Lips. In 2012, The Soft White Sixties successfully completed their first full US tour, going from coast to coast to play 25 shows in 30 days across 16 states. To coincide with the national tour, the band released a 9-episode documentary entitled “Knock It Loose: On The Road with The Soft White Sixties”, covering their first West Coast tour, produced by San Francisco’s own BAMM.tv. You can hear their music regularly spinning on radio stations like Live 105 and KUSF in San Francisco, KEXP in Seattle, WLOY in Maryland, and Radio Boise, and might catch some of their songs currently licensed for film and national television campaigns.With a new record on the horizon produced by Jim Greer (known for his work with Dan the Automator and most recently Foster the People’s platinum-selling, Grammy-nominated album, Torches), The Soft White Sixties show no signs of slowing down.“The Soft White Sixties look like they belong on a bigger stage.” - Michele McManmon, SF Examiner “Maximum R&B is what was used to describe The Who back in their prime, and Bay Area boys The Soft White Sixties are prime candidates to take that description as their own. Having just recently sold out a headlining gig at The Great American Music Hall, the quintet are laying down a sinfully soulful rock sound that always goes down smooth.” - Andrew Pohl, Noise Pop 2011 “Attendees who bump the seminal Nuggets garage rock compilations might suggest that a concoction of fun-loving, acid-tinged soul and bluesy guitar-rock co-indicates, on paper, gleefully chaotic and uneven musicianship. Perish the thought: the Sixties mold their muse into a modern soul-rock machine via a tight performance unencumbered by the large accompanying volumes of booze…Beyond the swamp-rock odes and sunny psychedelic blues, these guys were obviously having fun getting their work done.” - Mike Orne, SF Weekly “SF’s the Soft White Sixties sound like if Elton John wrote songs for CCR (use your imagination, and don’t think of the analogy as degrading), and went all over the place with them, sometimes diving into the heavy guitar of Tony Iommi, other times skipping along with the Strokes’ first album.”- Midtown Monthlyvia Facebook","<p><span style=""color: rgb(51, 51, 51); font-family: 'lucida grande', tahoma, verdana, arial, sans-serif; font-size: 11px; line-height: 14px;"">The Soft White Sixties, one of San Francisco’s most talked about bands, have been hailed by some press as legitimate heirs to the Maximum R&B moniker placed on The Who some 40-plus years ago; and while that’s not un-true, The Soft White Sixties offer so much more. Like a perfect collision between the sweetly subversive melodies of T-Rex and the hard-edged pop sensibilities of The Strokes, The Soft</span><span style=""display: inline; color: rgb(51, 51, 51); font-family: 'lucida grande', tahoma, verdana, arial, sans-serif; font-size: 11px; line-height: 14px;""> White Sixties’ brand of rock ‘n roll blends heavy, soulful grooves with a driving beat.<br><br>Since releasing their debut EP in April of 2011, The Soft White Sixties have been busy. <br><br>After immediately filling larger venues in their hometown, from Slim’s to The Great American Music Hall, they were invited to perform at festivals around the country. Over the last year and a half, The Soft White Sixties made appearances at The High Sierra Music Festival in Quincy, CA, The Harmony Festival in Sonoma, CA, The Treefort Music Festival in Boise, ID, <span class=""caps"">CMJ</span> in New York, NY, and <span class=""caps"">SXSW</span> in Austin, TX, where they shared the stages with bands like My Morning Jacket, Dr. Dog, Delta Spirit, and The Flaming Lips. <br><br>In 2012, The Soft White Sixties successfully completed their first full US tour, going from coast to coast to play 25 shows in 30 days across 16 states. To coincide with the national tour, the band released a 9-episode documentary entitled “Knock It Loose: On The Road with The Soft White Sixties”, covering their first West Coast tour, produced by San Francisco’s own <span class=""caps"">BAMM</span>.tv. You can hear their music regularly spinning on radio stations like Live 105 and <span class=""caps"">KUSF</span> in San Francisco, <span class=""caps"">KEXP</span> in Seattle, <span class=""caps"">WLOY</span> in Maryland, and Radio Boise, and might catch some of their songs currently licensed for film and national television campaigns.<br><br>With a new record on the horizon produced by Jim Greer (known for his work with Dan the Automator and most recently Foster the People’s platinum-selling, Grammy-nominated album, Torches), The Soft White Sixties show no signs of slowing down.<br><br><br>“The Soft White Sixties look like they belong on a bigger stage.” <br>- Michele McManmon, SF Examiner <br><br>“Maximum R&B is what was used to describe The Who back in their prime, and Bay Area boys The Soft White Sixties are prime candidates to take that description as their own. Having just recently sold out a headlining gig at The Great American Music Hall, the quintet are laying down a sinfully soulful rock sound that always goes down smooth.” <br>- Andrew Pohl, Noise Pop 2011 <br><br>“Attendees who bump the seminal Nuggets garage rock compilations might suggest that a concoction of fun-loving, acid-tinged soul and bluesy guitar-rock co-indicates, on paper, gleefully chaotic and uneven musicianship. Perish the thought: the Sixties mold their muse into a modern soul-rock machine via a tight performance unencumbered by the large accompanying volumes of booze…Beyond the swamp-rock odes and sunny psychedelic blues, these guys were obviously having fun getting their work done.” <br>- Mike Orne, SF Weekly <br><br>“SF’s the Soft White Sixties sound like if Elton John wrote songs for <span class=""caps"">CCR</span> (use your imagination, and don’t think of the analogy as degrading), and went all over the place with them, sometimes diving into the heavy guitar of Tony Iommi, other times skipping along with the Strokes’ first album.”<br>- Midtown Monthly<br></span><br><br>via Facebook</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/6968969/416204_523204127704097_2133879646_o_poster.jpg","http://www.youtube.com/e/DsFDiVhXXdA?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/the-creepy-creeps","The Creepy Creeps","San Diego, CA","rock, surf, dance party","A’cappella / Breakcore / Ghettotech","<p>A’cappella / Breakcore / Ghettotech</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/7477025/ffb31fda65eea334a0478f35e298e41b_poster.jpeg","http://www.youtube.com/e/5dNrnkyX4Jg?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/el-vez","El Vez","LA, California, US","rock, spanish, mexican","Rockabilly / Alternative / Punk","<p>Rockabilly / Alternative / Punk</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/7483912/45d16f0c269c53154d0ec26e15e771b8_poster.png","http://www.youtube.com/e/QEO_AEhUg3I?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/the-tontons","The Tontons","Houston, Tx","psychedelic, psychedelic rock, funky","Psychedelic / Rock","<p>Psychedelic / Rock</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/7780422/db643e10963f5f5ef9c3b74fd2d5c7b0_poster.jpeg","http://www.youtube.com/e/OpV3_E-nHcM?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/les-rav","Les Rav","Austin, TX","","“Riveting female fronted and piano driven, quirky chamber-pop group featuring dark, yet inspirational folk music that explores the central nervous system, the human heart and other curiosities. Les RAV, stage name for dazzling songstress and Berklee College of Music alum Lauren Bruno, and her creative collective, will leave you with an abundant sense of peace.” -Lucy Poodle Productions,2011http://lesravpress.tumblr.com/ http://lesravfans.tumblr.com/ http://lesrav.tumblr.com/ FOR FANS I’ve created a fan appreciation page to thank all of you! and my future fans. visit that page here! > http://lesravfans.tumblr.com/ FOR PRESS and FANS http://lesravpress.tumblr.com/ Les Rav’s Personal BLOG: http://lesrav.tumblr.com/","<div><br></div><div><span class=""Apple-style-span"" style=""font-family: 'lucida grande', tahoma, verdana, arial, sans-serif; color: rgb(51, 51, 51); line-height: 14px; ""><table class=""uiInfoTable profileInfoTable noBorder"" style=""border-top-width: 0px; border-right-width: 0px; border-bottom-width: 0px; border-left-width: 0px; border-style: initial; border-color: initial; border-collapse: collapse; -webkit-border-horizontal-spacing: 0px; -webkit-border-vertical-spacing: 0px; width: 483px; ""><tbody><tr><td class=""data"" style=""font-size: 11px; text-align: left; padding-top: 3px; padding-right: 0px; padding-bottom: 1px; padding-left: 0px; vertical-align: top; line-height: 15px; ""><div class=""data_field"" style=""width: 350px; ""><div id=""id_4efad66ae4ef97c37682701"" class=""text_exposed_root"" style=""display: inline; "">“Riveting female fronted and piano driven, quirky chamber-pop group featuring dark, yet inspirational folk music that explores the central nervous system, the human heart and other curiosities. Les <span class=""caps"">RAV</span>, stage name for dazzling songstress and Berklee College of Music alum Lauren Bruno, and her creative collective, will leave you with an abundant sense of peace.” -Lucy Poodle Productions,2011</div><p></div></td></tr></tbody></table></span></div><div><br></div>http://lesravpress.tumblr.com/<div> http://lesravfans.tumblr.com/</div><div> http://lesrav.tumblr.com</div><div>/</p> <p><span class=""caps"">FOR</span> <span class=""caps"">FANS</span><br /> I’ve created a fan appreciation page to thank all of you! and my future fans. visit that page here! > http://lesravfans.tumblr.com/ </p> <p></div><div><span class=""caps"">FOR</span> <span class=""caps"">PRESS</span> and <span class=""caps"">FANS</span><br /> http://lesravpress.tumblr.com/</div><div> Les Rav’s Personal <span class=""caps"">BLOG</span>:<br /> http://lesrav.tumblr.com/ </div></p> </div>","http://s3.amazonaws.com/dostuff-production/photos/5422357/62c31e64d77c7c014aabf744fb044043_poster.jpeg","http://www.youtube.com/e/d8kZj8jZHnw?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/the-hanna-barbarians","The Hanna Barbarians","Ft. Worth, Texas, Un","rock, psychedelic, blues rock, psychedelic rock","Blues / Psychedelic / Rock","<p>Blues / Psychedelic / Rock</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/1428650/5c4e6895d1255ea87de682e9d37ec7b3_poster.jpeg","http://www.youtube.com/e/Yv7BThStRRM?enablejsapi=1&version=3"
