EventNum,Description,Title,Venue,Artists,Start Time,End Time,Street Address,City,State,Zip,URL,RSVP URL,Tags,Date,Day,Month,Day,Year,Start Time,Start Period,Start Hour,Start Minute,End Time,End Period,End Hour,End Minute,Venue+Address,Addres (Working),Street,City,State,Zip,Tags,Tags (Working),Consol. Event ID
801,Blurt & Dogfish Head Industry of Music Showcase,The Split Squad,The Ginger Man Pub,"The Split Squad | Conceived over cocktails, wine, and beers in 2011, The Split Squad is one of those “perfect storm” rock and roll bands that comes from a bunch of musicians who have done it all and have nothing to prove. While that may sound a bit boastful, the pedigree here covers about 140 years of collective rock and roll experience, from the most rarified of concert halls, down to the seediest of underground shit holes. These guys have both reveled and wallowed in it: Eddie Munoz: Most famously known as …",2013-03-15 18:15:00',2013-03-15 18:45:00',301 Lavaca St ,Austin,TX,78701,http://austin2013.sched.org/event/c8d66febd879396c5381e3c70dc8fe80,-0,,"Friday March 15, 2013 6:15pm - 6:45pm",Friday,3,15,2013,6:15pm,pm,18,15,6:45pm,pm,18,45,"The Ginger Man Pub (301 Lavaca St Austin, TX 78701)","301 Lavaca St Austin, TX 78701",301 Lavaca St ,Austin,TX,78701,-0,,#N/A
816,Blurt & Dogfish Head Industry of Music Showcase,The Bluebonnetts,The Ginger Man Pub,The Bluebonnetts,2013-03-15 19:00:00',2013-03-15 19:30:00',301 Lavaca St ,Austin,TX,78701,http://austin2013.sched.org/event/4cd58c3e40d489fa199abb1efaebe965,-0,,"Friday March 15, 2013 7:00pm - 7:30pm",Friday,3,15,2013,7:00pm,pm,19,0,7:30pm,pm,19,30,"The Ginger Man Pub (301 Lavaca St Austin, TX 78701)","301 Lavaca St Austin, TX 78701",301 Lavaca St ,Austin,TX,78701,-0,,#N/A
830,Blurt & Dogfish Head Industry of Music Showcase,Nikki Lane,The Ginger Man Pub,Nikki Lane,2013-03-15 20:10:00',2013-03-15 20:40:00',301 Lavaca St ,Austin,TX,78701,http://austin2013.sched.org/event/ec93bd75124ade47c3dbdba1d0ae93eb,-0,,"Friday March 15, 2013 8:10pm - 8:40pm",Friday,3,15,2013,8:10pm,pm,20,10,8:40pm,pm,20,40,"The Ginger Man Pub (301 Lavaca St Austin, TX 78701)","301 Lavaca St Austin, TX 78701",301 Lavaca St ,Austin,TX,78701,-0,,#N/A
836,Blurt & Dogfish Head Industry of Music Showcase,Ben Fields,The Ginger Man Pub,Ben Fields,2013-03-15 21:00:00',2013-03-15 21:30:00',301 Lavaca St ,Austin,TX,78701,http://austin2013.sched.org/event/ca1623a9c85b32ce35ef136260b5f9c7,-0,,"Friday March 15, 2013 9:00pm - 9:30pm",Friday,3,15,2013,9:00pm,pm,21,0,9:30pm,pm,21,30,"The Ginger Man Pub (301 Lavaca St Austin, TX 78701)","301 Lavaca St Austin, TX 78701",301 Lavaca St ,Austin,TX,78701,-0,,#N/A
847,Blurt & Dogfish Head Industry of Music Showcase,"So Long, Problems",The Ginger Man Pub,"So Long, Problems",2013-03-15 21:50:00',2013-03-15 22:20:00',301 Lavaca St ,Austin,TX,78701,http://austin2013.sched.org/event/37700c52b8f4cd0de44c44284f3b2095,-0,,"Friday March 15, 2013 9:50pm - 10:20pm",Friday,3,15,2013,9:50pm,pm,21,50,10:20pm,pm,22,20,"The Ginger Man Pub (301 Lavaca St Austin, TX 78701)","301 Lavaca St Austin, TX 78701",301 Lavaca St ,Austin,TX,78701,-0,,#N/A
856,Blurt & Dogfish Head Industry of Music Showcase,New Roman Times,The Ginger Man Pub,New Roman Times,2013-03-15 22:40:00',2013-03-15 23:10:00',301 Lavaca St ,Austin,TX,78701,http://austin2013.sched.org/event/b204464ba8d2f43a9515bd84a1bf5bdd,-0,,"Friday March 15, 2013 10:40pm - 11:10pm",Friday,3,15,2013,10:40pm,pm,22,40,11:10pm,pm,23,10,"The Ginger Man Pub (301 Lavaca St Austin, TX 78701)","301 Lavaca St Austin, TX 78701",301 Lavaca St ,Austin,TX,78701,-0,,#N/A
864,Blurt & Dogfish Head Industry of Music Showcase,The District Attorneys,The Ginger Man Pub,The District Attorneys,2013-03-15 23:30:00',2013-03-15 00:00:00',301 Lavaca St ,Austin,TX,78701,http://austin2013.sched.org/event/783f6d19b7a501d65d55f2a99f28bc50,-0,"Band, Unofficial","Friday March 15, 2013 11:30pm - 12:00am",Friday,3,15,2013,11:30pm,pm,23,30,12:00am,am,0,0,"The Ginger Man Pub (301 Lavaca St Austin, TX 78701)","301 Lavaca St Austin, TX 78701",301 Lavaca St ,Austin,TX,78701,"The Ginger Man Pub (301 Lavaca St Austin, TX 78701), Band, Unofficial","Band, Unofficial",#N/A
868,Blurt & Dogfish Head Industry of Music Showcase,The Wyldz,The Ginger Man Pub,The Wyldz,2013-03-16 00:15:00',2013-03-16 00:45:00',301 Lavaca St ,Austin,TX,78701,http://austin2013.sched.org/event/c0400a5b32c2edef164f9b3e6c9ec69f,-0,,"Saturday March 16, 2013 12:15am - 12:45am",Saturday,3,16,2013,12:15am,am,0,15,12:45am,am,0,45,"The Ginger Man Pub (301 Lavaca St Austin, TX 78701)","301 Lavaca St Austin, TX 78701",301 Lavaca St ,Austin,TX,78701,-0,,#N/A
918,Blurt & Dogfish Head Industry of Music Showcase,The Sights,The Ginger Man Pub,"The Sights | Detroit’s masters of heavy soul, The Sights, are a fivepiece rock ‘n’ roll band renowned for both their incendiary live shows and acclaimed songwriting. Think Big Star & Badfinger fronted by Steve Marriott and you’ll get a pretty good idea of what makes these guys tick. Hailed by critics and fans alike, they continue to build on an incredible 14year legacy of uncanny bluesrock meets power pop. The Sights combine the unobtrusive honesty of The Band with countless slivers of influence …",2013-03-16 13:00:00',2013-03-16 13:30:00',301 Lavaca St ,Austin,TX,78701,http://austin2013.sched.org/event/f05c56253707cfa00aaa4f355a081c02,-0,,"Saturday March 16, 2013 1:00pm - 1:30pm",Saturday,3,16,2013,1:00pm,pm,13,0,1:30pm,pm,13,30,"The Ginger Man Pub (301 Lavaca St Austin, TX 78701)","301 Lavaca St Austin, TX 78701",301 Lavaca St ,Austin,TX,78701,-0,,#N/A
928,Blurt & Dogfish Head Industry of Music Showcase,Jesca Hoop,The Ginger Man Pub,"Jesca Hoop | Jesca Hoop has lived all over the map, and her rich life experience is reflected in her distinctive voice and natural gift for inventive song craft. Hoop learned to sing at an early age, harmonising with her musical Mormon family in northern California. She began writing highly idiosyncratic songs at the age of 14 to keep her company on her long walks to school. At 16, Hoop broke away from her strict upbringing and began what she calls her 'life as a racoon', off the grid & close to nature. Ramb…",2013-03-16 13:45:00',2013-03-16 14:15:00',301 Lavaca St ,Austin,TX,78701,http://austin2013.sched.org/event/4625fad1a48ff57e65ff85752167f2ed,-0,"Band, Unofficial","Saturday March 16, 2013 1:45pm - 2:15pm",Saturday,3,16,2013,1:45pm,pm,13,45,2:15pm,pm,14,15,"The Ginger Man Pub (301 Lavaca St Austin, TX 78701)","301 Lavaca St Austin, TX 78701",301 Lavaca St ,Austin,TX,78701,"The Ginger Man Pub (301 Lavaca St Austin, TX 78701), Band, Unofficial","Band, Unofficial",#N/A
376,BOSSY Music Launch Party,Leopold And His Fiction,Guerro's Oak Garden,"Leopold and his Fiction | Naked, stripped down and aching with adrenaline is the rawness of Leopold and his Fiction. A revolving group of friends led by Daniel James (lead vocal/guitar), their essential make up sprouted from collaborations made on the road in the whirlwind cycle of touring. From San Francisco to LA to Austin various musical adventures had come and gone, until James found a common vision in the musicians he'd met along the way. Originally formed as an outlet for Daniel to exercise his virtues gained from …",2013-03-14 14:00:00',2013-03-14 14:45:00',1412 S Congress Ave,Austin,TX,78704,http://austin2013.sched.org/event/f88e10ecf65ec7e611286c7147466f04,-0,,"Thursday March 14, 2013 2:00pm - 2:45pm",Thursday,3,14,2013,2:00pm,pm,14,0,2:45pm,pm,14,45,"Guerro's Oak Garden (1412 S Congress Ave, Austin, TX 78704)","1412 S Congress Ave, Austin, TX 78704",1412 S Congress Ave,Austin,TX,78704,-0,,#N/A
396,BOSSY Music Launch Party,The Royalty,Guerro's Oak Garden,The Royalty,2013-03-14 14:45:00',2013-03-14 15:30:00',1412 S Congress Ave,Austin,TX,78704,http://austin2013.sched.org/event/ba81b738d3541acf851d14e851fa2394,-0,,"Thursday March 14, 2013 2:45pm - 3:30pm",Thursday,3,14,2013,2:45pm,pm,14,45,3:30pm,pm,15,30,"Guerro's Oak Garden (1412 S Congress Ave, Austin, TX 78704)","1412 S Congress Ave, Austin, TX 78704",1412 S Congress Ave,Austin,TX,78704,-0,,#N/A
421,BOSSY Music Launch Party,Residual Kid,Guerro's Oak Garden,"Residual Kid | The Austin band Residual Kid consisting of members Max Redman (12), Ben Redman (14), and Deven Ivy (14) have quickly made a name for themselves in the few years that they have been penetrating the local Austin music scene with their unbridled style of rock that pushes the envelope of inspiring and awe. A band of a combined age that equals the single age of most seasoned professionals in the scene, Residual Kid are setting the new standard for rock. It's heavy, it's grungy, it's punk, it's honest…",2013-03-14 15:30:00',2013-03-14 16:15:00',1412 S Congress Ave,Austin,TX,78704,http://austin2013.sched.org/event/f088cf75355911d0420fc17e094b475e,-0,"Band, Unofficial","Thursday March 14, 2013 3:30pm - 4:15pm",Thursday,3,14,2013,3:30pm,pm,15,30,4:15pm,pm,16,15,"Guerro's Oak Garden (1412 S Congress Ave, Austin, TX 78704)","1412 S Congress Ave, Austin, TX 78704",1412 S Congress Ave,Austin,TX,78704,"Guerro's Oak Garden (1412 S Congress Ave, Austin, TX 78704), Band, Unofficial","Band, Unofficial",#N/A
445,BOSSY Music Launch Party,Black Bone Child,Guerro's Oak Garden,Black Bone Child,2013-03-14 16:15:00',2013-03-14 17:00:00',1412 S Congress Ave,Austin,TX,78704,http://austin2013.sched.org/event/186fa3fc1a6bedf9f94dc975ac08954b,-0,,"Thursday March 14, 2013 4:15pm - 5:00pm",Thursday,3,14,2013,4:15pm,pm,16,15,5:00pm,pm,17,0,"Guerro's Oak Garden (1412 S Congress Ave, Austin, TX 78704)","1412 S Congress Ave, Austin, TX 78704",1412 S Congress Ave,Austin,TX,78704,-0,,#N/A
470,BOSSY Music Launch Party,Smoke And Feathers,Guerro's Oak Garden,Smoke And Feathers,2013-03-14 17:00:00',2013-03-14 17:45:00',1412 S Congress Ave,Austin,TX,78704,http://austin2013.sched.org/event/a4c5e4a031c6af9975d0f66bbc5b4759,-0,"Band, Unofficial","Thursday March 14, 2013 5:00pm - 5:45pm",Thursday,3,14,2013,5:00pm,pm,17,0,5:45pm,pm,17,45,"Guerro's Oak Garden (1412 S Congress Ave, Austin, TX 78704)","1412 S Congress Ave, Austin, TX 78704",1412 S Congress Ave,Austin,TX,78704,"Guerro's Oak Garden (1412 S Congress Ave, Austin, TX 78704), Band, Unofficial","Band, Unofficial",#N/A
493,BOSSY Music Launch Party,The Boxing Lesson,Guerro's Oak Garden,The Boxing Lesson,2013-03-14 17:45:00',2013-03-14 18:30:00',1412 S Congress Ave,Austin,TX,78704,http://austin2013.sched.org/event/620b8e0d32c521b894b76db603c467d6,-0,,"Thursday March 14, 2013 5:45pm - 6:30pm",Thursday,3,14,2013,5:45pm,pm,17,45,6:30pm,pm,18,30,"Guerro's Oak Garden (1412 S Congress Ave, Austin, TX 78704)","1412 S Congress Ave, Austin, TX 78704",1412 S Congress Ave,Austin,TX,78704,-0,,#N/A
519,BOSSY Music Launch Party,Purple,Guerro's Oak Garden,"Purple | Hours could be spent debating the genre Purple falls into, but most crowds are too busy dancing to have that discussion. The threepiece band from Southeast Texas blends guitarist Taylor Busby’s melodic riffs, bassist Tyler Smith’s smooth basslines and drummer Hanna Brewer’s ferocious beats to create a sound that stands out and a stage show with more sweat than a fat kid in gym class. Brewer and Busby share vocal duties and the trio’s debut EP “Violaceous” was released earlier this y…",2013-03-14 18:30:00',2013-03-14 19:15:00',1412 S Congress Ave,Austin,TX,78704,http://austin2013.sched.org/event/a2008a2497229fc5f2add4feb69d572b,-0,,"Thursday March 14, 2013 6:30pm - 7:15pm",Thursday,3,14,2013,6:30pm,pm,18,30,7:15pm,pm,19,15,"Guerro's Oak Garden (1412 S Congress Ave, Austin, TX 78704)","1412 S Congress Ave, Austin, TX 78704",1412 S Congress Ave,Austin,TX,78704,-0,,#N/A
538,BOSSY Music Launch Party,The Phuss,Guerro's Oak Garden,The Phuss,2013-03-14 19:15:00',2013-03-14 20:00:00',1412 S Congress Ave,Austin,TX,78704,http://austin2013.sched.org/event/62a687f251e17e3f8d8e0dfbd47a003d,-0,,"Thursday March 14, 2013 7:15pm - 8:00pm",Thursday,3,14,2013,7:15pm,pm,19,15,8:00pm,pm,20,0,"Guerro's Oak Garden (1412 S Congress Ave, Austin, TX 78704)","1412 S Congress Ave, Austin, TX 78704",1412 S Congress Ave,Austin,TX,78704,-0,,#N/A
553,BOSSY Music Launch Party,Strange Vine,Guerro's Oak Garden,Strange Vine,2013-03-14 20:00:00',2013-03-14 20:45:00',1412 S Congress Ave,Austin,TX,78704,http://austin2013.sched.org/event/0325316648c0bd3107292654bd438c87,-0,,"Thursday March 14, 2013 8:00pm - 8:45pm",Thursday,3,14,2013,8:00pm,pm,20,0,8:45pm,pm,20,45,"Guerro's Oak Garden (1412 S Congress Ave, Austin, TX 78704)","1412 S Congress Ave, Austin, TX 78704",1412 S Congress Ave,Austin,TX,78704,-0,,#N/A
176,Bug X Bug Fest,Kadavar,Club Metropolis,"Kadavar | KADAVAR are the new sensation within the extraordinarily vital Retro Rock / Doom / Psychedelic Rock genre. The Berlin based trio consists of Wolf (vocals / guitar), Mammut (bass) and Tiger (drums). Together they revel in 70s occult Rock, Proto Metal and Psychedelic Rock in the veins of Black Sabbath, Pentagram or Hawkwind. KADAVAR's selftitled debut album which was released at the beginning of March hit the scene like a bomb: The vinylonly release which is being published by the German DIYlab…",2013-03-13 15:00:00',2013-03-13 15:30:00',2200 Pleasant Valley,Austin,TX,,http://austin2013.sched.org/event/85b470c9c7e8a93d5beff2a848e075fe,https://www.facebook.com/bugxbugfest?ref=hl%3Chttp%3A%2F%2Fwww.bugxbugfest.com%2Fbxbf%2Findex.htm,,"Wednesday March 13, 2013 3:00pm - 3:30pm",Wednesday,3,13,2013,3:00pm,pm,15,0,3:30pm,pm,15,30,"Club Metropolis (2200 Pleasant Valley, Austin, TX)","2200 Pleasant Valley, Austin, TX",2200 Pleasant Valley,Austin,TX,,-0,,#N/A
197,Bug X Bug Fest,Crashdiet,Club Metropolis,Crashdiet,2013-03-13 15:50:00',2013-03-13 16:20:00',2200 Pleasant Valley,Austin,TX,,http://austin2013.sched.org/event/765fdc8470d9729c8d86464e21d48506,https://www.facebook.com/bugxbugfest?ref=hl%3Chttp%3A%2F%2Fwww.bugxbugfest.com%2Fbxbf%2Findex.htm,,"Wednesday March 13, 2013 3:50pm - 4:20pm",Wednesday,3,13,2013,3:50pm,pm,15,50,4:20pm,pm,16,20,"Club Metropolis (2200 Pleasant Valley, Austin, TX)","2200 Pleasant Valley, Austin, TX",2200 Pleasant Valley,Austin,TX,,-0,,#N/A
220,Bug X Bug Fest,BugGiRL,Club Metropolis,BugGiRL,2013-03-13 16:40:00',2013-03-13 17:10:00',2200 Pleasant Valley,Austin,TX,,http://austin2013.sched.org/event/c2b26b8de3deb16ad1deae2528ef5bf0,https://www.facebook.com/bugxbugfest?ref=hl%3Chttp%3A%2F%2Fwww.bugxbugfest.com%2Fbxbf%2Findex.htm,,"Wednesday March 13, 2013 4:40pm - 5:10pm",Wednesday,3,13,2013,4:40pm,pm,16,40,5:10pm,pm,17,10,"Club Metropolis (2200 Pleasant Valley, Austin, TX)","2200 Pleasant Valley, Austin, TX",2200 Pleasant Valley,Austin,TX,,-0,,#N/A
237,Bug X Bug Fest,Gypsyhawk,Club Metropolis,"Gypsyhawk | “Gypsyhawk is four metal dudes playing rock and roll and bringing the party every time they get on stage,” states guitarist Andrew Packer, and there is perhaps no better way of surmising the spirit and sound of the Pasadena quartet. Revisiting the electrifying sounds of bullshitfree 70s rock, the band are a breath of fresh air compared to the endless onslaught of breakdown obsessed bands cluttering up heavy music. Marinating their wares in whiskey and weed, they hurl out blistering riffs an…",2013-03-13 17:30:00',2013-03-13 18:00:00',2200 Pleasant Valley,Austin,TX,,http://austin2013.sched.org/event/f5c49ef7bbd18791e2e2c388b61bdabf,https://www.facebook.com/bugxbugfest?ref=hl%3Chttp%3A%2F%2Fwww.bugxbugfest.com%2Fbxbf%2Findex.htm,,"Wednesday March 13, 2013 5:30pm - 6:00pm",Wednesday,3,13,2013,5:30pm,pm,17,30,6:00pm,pm,18,0,"Club Metropolis (2200 Pleasant Valley, Austin, TX)","2200 Pleasant Valley, Austin, TX",2200 Pleasant Valley,Austin,TX,,-0,,#N/A
257,Bug X Bug Fest,Crucified Barbara,Club Metropolis,Crucified Barbara,2013-03-13 18:20:00',2013-03-13 18:50:00',2200 Pleasant Valley,Austin,TX,,http://austin2013.sched.org/event/f5184cfa3c189ef3d49a64281999bccf,https://www.facebook.com/bugxbugfest?ref=hl%3Chttp%3A%2F%2Fwww.bugxbugfest.com%2Fbxbf%2Findex.htm,,"Wednesday March 13, 2013 6:20pm - 6:50pm",Wednesday,3,13,2013,6:20pm,pm,18,20,6:50pm,pm,18,50,"Club Metropolis (2200 Pleasant Valley, Austin, TX)","2200 Pleasant Valley, Austin, TX",2200 Pleasant Valley,Austin,TX,,-0,,#N/A
272,Bug X Bug Fest,Hell's Belles,Club Metropolis,Hell\'s Belles,2013-03-13 19:20:00',2013-03-13 20:00:00',2200 Pleasant Valley,Austin,TX,,http://austin2013.sched.org/event/404c9b29fa0bfc70c494a76d099981a2,https://www.facebook.com/bugxbugfest?ref=hl%3Chttp%3A%2F%2Fwww.bugxbugfest.com%2Fbxbf%2Findex.htm,,"Wednesday March 13, 2013 7:20pm - 8:00pm",Wednesday,3,13,2013,7:20pm,pm,19,20,8:00pm,pm,20,0,"Club Metropolis (2200 Pleasant Valley, Austin, TX)","2200 Pleasant Valley, Austin, TX",2200 Pleasant Valley,Austin,TX,,-0,,#N/A
284,Bug X Bug Fest,D.A.D,Club Metropolis,D.A.D,2013-03-13 20:20:00',2013-03-13 21:10:00',2200 Pleasant Valley,Austin,TX,,http://austin2013.sched.org/event/7de82fa1af89a6eb5aa9aef9fd1b6385,https://www.facebook.com/bugxbugfest?ref=hl%3Chttp%3A%2F%2Fwww.bugxbugfest.com%2Fbxbf%2Findex.htm,,"Wednesday March 13, 2013 8:20pm - 9:10pm",Wednesday,3,13,2013,8:20pm,pm,20,20,9:10pm,pm,21,10,"Club Metropolis (2200 Pleasant Valley, Austin, TX)","2200 Pleasant Valley, Austin, TX",2200 Pleasant Valley,Austin,TX,,-0,,#N/A
292,Bug X Bug Fest,Speedover,Club Metropolis,0,2013-03-13 21:30:00',2013-03-13 22:00:00',2200 Pleasant Valley,Austin,TX,,http://austin2013.sched.org/event/f1803cb394f6b5212a13a0653f08ec24,https://www.facebook.com/bugxbugfest?ref=hl%3Chttp%3A%2F%2Fwww.bugxbugfest.com%2Fbxbf%2Findex.htm,,"Wednesday March 13, 2013 9:30pm - 10:00pm",Wednesday,3,13,2013,9:30pm,pm,21,30,10:00pm,pm,22,0,"Club Metropolis (2200 Pleasant Valley, Austin, TX)","2200 Pleasant Valley, Austin, TX",2200 Pleasant Valley,Austin,TX,,-0,,#N/A
40,Comedian. Musician. One-man experimental theater troupe. ,Reggie Watts,Flavorpill Sanctuary @ #Feed,0,2013-03-11 13:30:00',2013-03-11 14:00:00',700 Congress Avenue,Austin,TX,78701,http://austin2013.sched.org/event/ebecfa6f18442725bf6f06c9c7cd8ad1,http://beta.flavorpill.com/events/5127e78f5c3db900160000e7,"Band, Unofficial","Monday March 11, 2013 1:30pm - 2:00pm",Monday,3,11,2013,1:30pm,pm,13,30,2:00pm,pm,14,0,"Flavorpill Sanctuary @ #Feed (700 Congress Avenue, Austin, TX 78701)","700 Congress Avenue, Austin, TX 78701",700 Congress Avenue,Austin,TX,78701,", Band, Unofficial","Band, Unofficial",#N/A
54,"Complimentary food and drinks from The Peached Tortilla, Austin Beerworks, and more.",Jabu Mbara,Mark McCrimmon Law Office,Jabu Mbara,2013-03-12 17:00:00',2013-03-12 17:45:00',704 West 9th Street,Austin,TX,78701,http://austin2013.sched.org/event/bb2e858bfc1adb2e6f49dc0b871bb031,-0,,"Tuesday March 12, 2013 5:00pm - 5:45pm",Tuesday,3,12,2013,5:00pm,pm,17,0,5:45pm,pm,17,45,"Mark McCrimmon Law Office (704 West 9th Street, Austin, TX 78701)","704 West 9th Street, Austin, TX 78701",704 West 9th Street,Austin,TX,78701,-0,,#N/A
58,"Complimentary food and drinks from The Peached Tortilla, Austin Beerworks, and more.",Ane Trolle,Mark McCrimmon Law Office,"Ane Trolle | Ane Trolle Biography | Based on her previous involvement in numerous musical constellations, singer Ane Trolle has proved to be one of the strongest and wellacclaimed voices on the Danish music scene. Past | Gifted with a natural musical talent, her equally rough and vivid voice has taken Ane Trolle far around the Danish music scene. And with a rare ability to engage in the right constellations, Trolle has managed to become one the most recognized female artists in Denmark. | One year she’…",2013-03-12 17:45:00',2013-03-12 18:30:00',704 West 9th Street,Austin,TX,78701,http://austin2013.sched.org/event/775f528b858f709d420dfb9471fcad1d,-0,,"Tuesday March 12, 2013 5:45pm - 6:30pm",Tuesday,3,12,2013,5:45pm,pm,17,45,6:30pm,pm,18,30,"Mark McCrimmon Law Office (704 West 9th Street, Austin, TX 78701)","704 West 9th Street, Austin, TX 78701",704 West 9th Street,Austin,TX,78701,-0,,#N/A
60,"Complimentary food and drinks from The Peached Tortilla, Austin Beerworks, and more.",Galaxy Express,Mark McCrimmon Law Office,"Galaxy Express | Awardwinning trio Galaxy Express formed in 2006 in Seoul, South Korea and immediately began attracting attention with their tightly wound blend of garage rock, punk, and psychedelic sounds and explosive performances. The band released their “Noise on Fire” fulllength debut in 2008. The scorching double album was honored as “Best Rock Album” at the 2009 Korean Music Awards and earned the band invites to Taiwan’s Rock in Taichung fest and France’s Le Fete de la Musique. While debutin…",2013-03-12 18:30:00',2013-03-12 19:15:00',704 West 9th Street,Austin,TX,78701,http://austin2013.sched.org/event/da824990010988051404128458588077,-0,"Band, Unofficial, Free Stuff Free Drinks, Free Food","Tuesday March 12, 2013 6:30pm - 7:15pm",Tuesday,3,12,2013,6:30pm,pm,18,30,7:15pm,pm,19,15,"Mark McCrimmon Law Office (704 West 9th Street, Austin, TX 78701)","704 West 9th Street, Austin, TX 78701",704 West 9th Street,Austin,TX,78701,"Band, Unofficial, Free Stuff Free Drinks, Free Food","Band, Unofficial, Free Stuff Free Drinks, Free Food",#N/A
62,"Complimentary food and drinks from The Peached Tortilla, Austin Beerworks, and more.",Gina Chavez,Mark McCrimmon Law Office,Gina Chavez,2013-03-12 19:15:00',2013-03-12 20:00:00',704 West 9th Street,Austin,TX,78701,http://austin2013.sched.org/event/ed7469ff2cc38d60accaf5b5ed2ce4c1,-0,,"Tuesday March 12, 2013 7:15pm - 8:00pm",Tuesday,3,12,2013,7:15pm,pm,19,15,8:00pm,pm,20,0,"Mark McCrimmon Law Office (704 West 9th Street, Austin, TX 78701)","704 West 9th Street, Austin, TX 78701",704 West 9th Street,Austin,TX,78701,-0,,#N/A
223,"Complimentary food and drinks from The Peached Tortilla, Austin Beerworks, and more.",8 Kilómetros,Mark McCrimmon Law Office,8 Kilómetros,2013-03-13 17:00:00',2013-03-13 17:45:00',704 West 9th Street,Austin,TX,78701,http://austin2013.sched.org/event/1ae912c9a0778f3bf85e53408d336b3d,-0,"Band, Unofficial, Free Stuff Free Drinks, Free Food","Wednesday March 13, 2013 5:00pm - 5:45pm",Wednesday,3,13,2013,5:00pm,pm,17,0,5:45pm,pm,17,45,"Mark McCrimmon Law Office (704 West 9th Street, Austin, TX 78701)","704 West 9th Street, Austin, TX 78701",704 West 9th Street,Austin,TX,78701,"Band, Unofficial, Free Stuff Free Drinks, Free Food","Band, Unofficial, Free Stuff Free Drinks, Free Food",#N/A
243,"Complimentary food and drinks from The Peached Tortilla, Austin Beerworks, and more.",3421,Mark McCrimmon Law Office,3421,2013-03-13 17:45:00',2013-03-13 18:30:00',704 West 9th Street,Austin,TX,78701,http://austin2013.sched.org/event/5b3e4eb487217927c04de40428742c5a,-0,,"Wednesday March 13, 2013 5:45pm - 6:30pm",Wednesday,3,13,2013,5:45pm,pm,17,45,6:30pm,pm,18,30,"Mark McCrimmon Law Office (704 West 9th Street, Austin, TX 78701)","704 West 9th Street, Austin, TX 78701",704 West 9th Street,Austin,TX,78701,-0,,#N/A
259,"Complimentary food and drinks from The Peached Tortilla, Austin Beerworks, and more.",El Mató A Un Policia Motorizado,Mark McCrimmon Law Office,"El Mató A Un Policía Motorizado | EL MATO UN POLICIA MOTORIZADO is an indie rock band from La Plata, Argentina. Formed by Santiago Motorizado (bass and vocals), Dra. Muerte (drums), Pantro Puto (guitar), Niño Elefannte (guitar) and Chatran Chatran (keyboards), the band combines punk rock with noise rock and distorted guitars. Among the influences, the band name bands as Pixies, Ramones, Weezer, Sonic Youth and the Velvet Underground. Their first LP was ""El Mató a Un Policia Motorizado"" (2004). In 2005 the band begins to releas…",2013-03-13 18:30:00',2013-03-13 19:15:00',704 West 9th Street,Austin,TX,78701,http://austin2013.sched.org/event/8aea4f89e106d2a015e3af2a1602d351,-0,"Band, Unofficial, Free Stuff Free Drinks, Free Food","Wednesday March 13, 2013 6:30pm - 7:15pm",Wednesday,3,13,2013,6:30pm,pm,18,30,7:15pm,pm,19,15,"Mark McCrimmon Law Office (704 West 9th Street, Austin, TX 78701)","704 West 9th Street, Austin, TX 78701",704 West 9th Street,Austin,TX,78701,"Band, Unofficial, Free Stuff Free Drinks, Free Food","Band, Unofficial, Free Stuff Free Drinks, Free Food",#N/A
271,"Complimentary food and drinks from The Peached Tortilla, Austin Beerworks, and more.",The Harms,Mark McCrimmon Law Office,The Harms,2013-03-13 19:15:00',2013-03-13 20:00:00',704 West 9th Street,Austin,TX,78701,http://austin2013.sched.org/event/7aafaae38334a450bc0645f44d0f12ce,-0,,"Wednesday March 13, 2013 7:15pm - 8:00pm",Wednesday,3,13,2013,7:15pm,pm,19,15,8:00pm,pm,20,0,"Mark McCrimmon Law Office (704 West 9th Street, Austin, TX 78701)","704 West 9th Street, Austin, TX 78701",704 West 9th Street,Austin,TX,78701,-0,,#N/A
459,"Complimentary food and drinks from The Peached Tortilla, Austin Beerworks, and more.",Autumn Owls,Mark McCrimmon Law Office,Autumn Owls,2013-03-14 17:00:00',2013-03-14 17:45:00',704 West 9th Street,Austin,TX,78701,http://austin2013.sched.org/event/d629ddb2a148ecf8c975525d8753424e,-0,"Band, Unofficial, Free Stuff Free Drinks, Free Food","Thursday March 14, 2013 5:00pm - 5:45pm",Thursday,3,14,2013,5:00pm,pm,17,0,5:45pm,pm,17,45,"Mark McCrimmon Law Office (704 West 9th Street, Austin, TX 78701)","704 West 9th Street, Austin, TX 78701",704 West 9th Street,Austin,TX,78701,"Band, Unofficial, Free Stuff Free Drinks, Free Food","Band, Unofficial, Free Stuff Free Drinks, Free Food",#N/A
